customerID,churn_probability,risk_level,top_reason_1,top_reason_2,top_reason_3,recommended_action,score_date,model_used
0229-LFJAF,0.0226,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
7131-ZQZNK,0.0554,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
3442-ZHHCC,0.1293,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
5726-CVNYA,0.0665,LOW,contract_risk_score,MonthlyCharges,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
9871-ELEYA,0.0364,LOW,contract_risk_score,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
4257-GAESD,0.7476,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
5173-WXOQV,0.6892,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2040-OBMLJ,0.288,LOW,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
6286-ZHAOK,0.2784,LOW,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
3807-XHCJH,0.4365,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3009-JWMPU,0.5951,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5671-RQRLP,0.1445,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
1450-GALXR,0.8576,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
8859-AXJZP,0.0438,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
3174-AKMAS,0.0566,LOW,contract_risk_score,fiber_optic_flag,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
3138-BKYAV,0.8673,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9926-PJHDQ,0.0864,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
7382-DFJTU,0.282,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
2798-NYLMZ,0.1621,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
4289-DTDKW,0.7752,HIGH,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
1820-TQVEV,0.9334,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
2239-JALAW,0.4776,MEDIUM,tenure,MonthlyCharges,fiber_optic_flag,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4853-RULSV,0.1487,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
8098-TDCBU,0.0453,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
3551-GAEGL,0.1486,LOW,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
4785-NKHCX,0.3995,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
3196-NVXLZ,0.7052,HIGH,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6275-YDUVO,0.8924,HIGH,tenure,fiber_optic_flag,charge_to_tenure_ratio,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
0036-IHMOT,0.3052,LOW,MonthlyCharges,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0115-TFERT,0.8136,HIGH,MonthlyCharges,service_count,avg_monthly_spend,Immediate retention call – offer personalised discount,2026-05-26,Logistic Regression
4178-EGMON,0.0793,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
4220-TINQT,0.6975,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Send targeted email campaign with service bundle offer,2026-05-26,Logistic Regression
5318-YKDPV,0.0565,LOW,contract_risk_score,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
7975-TZMLR,0.5884,MEDIUM,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0295-QVKPB,0.6297,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
4335-BSMJS,0.0331,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
2311-QYMUQ,0.6354,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3643-AHCFP,0.8882,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
9146-JRIOX,0.2513,LOW,MonthlyCharges,fiber_optic_flag,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
3104-OWCGK,0.2604,LOW,tenure,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
5337-IIWKZ,0.5035,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
9101-BWFSS,0.3566,LOW,MonthlyCharges,service_count,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
9650-VBUOG,0.0333,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
3487-EARAT,0.0482,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2672-TGEFF,0.6766,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9231-ZJYAM,0.9163,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4250-WAROZ,0.577,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
8184-WMOFI,0.0618,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
6982-SSHFK,0.6864,MEDIUM,tenure,fiber_optic_flag,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
6092-QZVPP,0.3133,LOW,fiber_optic_flag,service_count,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
4625-LAMOB,0.0239,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0727-BMPLR,0.6526,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0392-BZIUW,0.1853,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
1038-ZAGBI,0.1076,LOW,MonthlyCharges,avg_monthly_spend,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6549-NNDYT,0.4899,MEDIUM,fiber_optic_flag,MonthlyCharges,tenure,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3027-ZTDHO,0.9691,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
0422-OHQHQ,0.0987,LOW,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
6916-HIJSE,0.0439,LOW,contract_risk_score,tenure,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2316-ESMLS,0.1733,LOW,fiber_optic_flag,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
9778-OGKQZ,0.0582,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
7408-OFWXJ,0.0355,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
6007-TCTST,0.1079,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2252-NKNSI,0.0623,LOW,contract_risk_score,service_count,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
8713-IGZSO,0.4703,MEDIUM,tenure,MonthlyCharges,fiber_optic_flag,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
7905-TVXTA,0.6145,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
7695-PKLCZ,0.0156,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
2382-BCKQJ,0.5111,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
8374-UULRV,0.0397,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
2207-NHRJK,0.7005,HIGH,tenure,fiber_optic_flag,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3224-DFQNQ,0.1733,LOW,tenure,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
5275-PMFUT,0.0522,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
4795-UXVCJ,0.0901,LOW,MonthlyCharges,avg_monthly_spend,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
9777-IQHWP,0.113,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0947-MUGVO,0.7123,HIGH,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9944-HKVVB,0.9239,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4124-MMETB,0.7976,HIGH,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3671-SHRSP,0.7795,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0979-MOZQI,0.0864,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
2732-ISEZX,0.4032,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3313-QKNKB,0.4065,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0323-XWWTN,0.1239,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
1937-OTUKY,0.1149,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
1573-LGXBA,0.3676,LOW,tenure,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
1764-VUUMT,0.0139,LOW,contract_risk_score,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
5073-WXOYN,0.5298,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount,2026-05-26,Logistic Regression
4713-ZBURT,0.202,LOW,contract_risk_score,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
3050-GBUSH,0.7919,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
0207-MDKNV,0.6354,MEDIUM,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7876-AEHIG,0.1414,LOW,fiber_optic_flag,tenure,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
7945-HLKEA,0.092,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
9342-VNIMQ,0.3728,LOW,fiber_optic_flag,contract_risk_score,no_tech_support,No action required – monitor monthly.,2026-05-26,Logistic Regression
9851-KIELU,0.7599,HIGH,MonthlyCharges,service_count,tenure,Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3523-BRGUW,0.1072,LOW,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
3908-BLSYF,0.8292,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3199-NPKCN,0.4135,MEDIUM,tenure,MonthlyCharges,service_count,Send targeted email campaign with service bundle offer,2026-05-26,Logistic Regression
5170-PTRKA,0.1111,LOW,fiber_optic_flag,MonthlyCharges,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
4661-NJEUX,0.4896,MEDIUM,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2123-AGEEN,0.8532,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
1258-YMZNM,0.546,MEDIUM,MonthlyCharges,service_count,fiber_optic_flag,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0048-LUMLS,0.3674,LOW,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
7549-MYGPK,0.5298,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5898-IGSLP,0.4237,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3804-RVTGV,0.6705,MEDIUM,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6259-WJQLC,0.6537,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9227-LUNBG,0.7725,HIGH,tenure,MonthlyCharges,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
7997-EASSD,0.2607,LOW,tenure,fiber_optic_flag,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
0730-KOAVE,0.61,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
8975-SKGRX,0.1372,LOW,tenure,contract_risk_score,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
0678-RLHVP,0.259,LOW,contract_risk_score,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
4315-MURBD,0.6803,MEDIUM,fiber_optic_flag,tenure,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2267-FPIMA,0.5492,MEDIUM,fiber_optic_flag,contract_risk_score,avg_monthly_spend,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
1051-GEJLJ,0.3943,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
9734-YWGEX,0.8157,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
2719-BDAQO,0.6892,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5285-MVEHD,0.3198,LOW,MonthlyCharges,tenure,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
0379-DJQHR,0.0362,LOW,contract_risk_score,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0781-LKXBR,0.9157,HIGH,tenure,fiber_optic_flag,MonthlyCharges,Escalate to tech-support for fibre quality review | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
5543-QDCRY,0.7609,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
0297-RBCSG,0.2217,LOW,fiber_optic_flag,tenure,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
4694-PHWFW,0.2103,LOW,MonthlyCharges,tenure,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
0835-JKADZ,0.2288,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
1907-UBQFC,0.7859,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7508-SMHXL,0.7342,HIGH,fiber_optic_flag,tenure,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
3865-YIOTT,0.3126,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
5993-BQHEA,0.1233,LOW,MonthlyCharges,fiber_optic_flag,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
6024-RUGGH,0.0237,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
6513-EECDB,0.9575,HIGH,tenure,charge_to_tenure_ratio,fiber_optic_flag,Escalate to tech-support for fibre quality review | Offer payment flexibility plan or billing credit,2026-05-26,Logistic Regression
3956-CJUST,0.5531,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4079-WWQQQ,0.0586,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6103-BOCOU,0.7135,HIGH,fiber_optic_flag,contract_risk_score,avg_monthly_spend,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5149-TGWDZ,0.4634,MEDIUM,MonthlyCharges,fiber_optic_flag,avg_monthly_spend,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7471-WNSUF,0.072,LOW,tenure,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
8942-DBMHZ,0.2335,LOW,MonthlyCharges,fiber_optic_flag,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
4301-VVZKA,0.7943,HIGH,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9199-PWQVC,0.1929,LOW,tenure,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
4824-GUCBY,0.4985,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5393-HJZSM,0.1639,LOW,fiber_optic_flag,service_count,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
7074-IEVOJ,0.9231,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9625-QSTYE,0.7197,HIGH,fiber_optic_flag,tenure,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0862-PRCBS,0.1574,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
8812-ZRHFP,0.3721,LOW,fiber_optic_flag,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
5146-CBVOE,0.5195,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
0454-OKRCT,0.0898,LOW,contract_risk_score,fiber_optic_flag,Contract_Two year,No action required – monitor monthly.,2026-05-26,Logistic Regression
5787-KXGIY,0.0164,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
4750-ZRXIU,0.9342,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
4198-VFOEA,0.2424,LOW,fiber_optic_flag,tenure,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
6630-UJZMY,0.9386,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
5709-LVOEQ,0.5066,MEDIUM,charge_to_tenure_ratio,contract_risk_score,tenure,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
6400-BWQKW,0.8486,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2692-AQCPF,0.3916,LOW,tenure,MonthlyCharges,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
0347-UBKUZ,0.2147,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
0835-DUUIQ,0.0731,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
0811-GSDTP,0.4838,MEDIUM,fiber_optic_flag,MonthlyCharges,tenure,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
7567-ECMCM,0.6507,MEDIUM,fiber_optic_flag,contract_risk_score,tenure,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6115-ZTBFQ,0.0461,LOW,tenure,contract_risk_score,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
6353-BRMMA,0.5498,MEDIUM,MonthlyCharges,fiber_optic_flag,tenure,Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6680-WKXRZ,0.8347,HIGH,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6231-WFGFH,0.3901,LOW,tenure,MonthlyCharges,avg_monthly_spend,No action required – monitor monthly.,2026-05-26,Logistic Regression
9904-EHEVJ,0.6634,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
7028-DVOIQ,0.8465,HIGH,fiber_optic_flag,MonthlyCharges,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
6169-PPETC,0.025,LOW,contract_risk_score,MonthlyCharges,fiber_optic_flag,No action required – monitor monthly.,2026-05-26,Logistic Regression
4208-UFFGW,0.6778,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
8584-KMVXD,0.6664,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
8467-WYNSR,0.2008,LOW,fiber_optic_flag,contract_risk_score,tenure,No action required – monitor monthly.,2026-05-26,Logistic Regression
0851-DFJKB,0.2753,LOW,fiber_optic_flag,tenure,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
5382-SOYZL,0.8507,HIGH,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
9448-REEVD,0.7026,HIGH,tenure,fiber_optic_flag,avg_monthly_spend,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
3261-CQXOL,0.0177,LOW,tenure,contract_risk_score,MonthlyCharges,No action required – monitor monthly.,2026-05-26,Logistic Regression
8388-FYNPZ,0.5194,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
4002-BQWPQ,0.2754,LOW,service_count,fiber_optic_flag,contract_risk_score,No action required – monitor monthly.,2026-05-26,Logistic Regression
5651-YLPRD,0.6164,MEDIUM,fiber_optic_flag,contract_risk_score,MonthlyCharges,Offer 12-month contract upgrade with loyalty discount | Escalate to tech-support for fibre quality review,2026-05-26,Logistic Regression
2826-DXLQO,0.5169,MEDIUM,tenure,fiber_optic_flag,MonthlyCharges,Offer payment flexibility plan or billing credit | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
4378-BZYFP,0.1396,LOW,MonthlyCharges,fiber_optic_flag,service_count,No action required – monitor monthly.,2026-05-26,Logistic Regression
9489-UTFKA,0.4215,MEDIUM,tenure,fiber_optic_flag,contract_risk_score,Offer 12-month contract upgrade with loyalty discount | Offer onboarding loyalty bonus or service upgrade,2026-05-26,Logistic Regression
